fid_1,final_yield
911,46.1234703
912,41.3765297
913,34.6944504
914,41.5107193
915,40.5008202
916,43.0132217
917,49.2392502
918,41.1330719
919,48.6799889
920,49.2431793
921,54.3583984
922,48.4783211
923,45.5298882
924,42.2756882
925,39.5354004
926,36.2990608
927,38.5729904
928,36.5318604
929,48.4962196
930,52.8863411
931,47.9121208
932,48.9261818
933,43.3237495
934,47.4159317
935,50.7457504
936,46.4328995
937,47.6182289
938,47.9803085
939,51.5841789
940,52.7656593
941,52.5676994
942,54.1985817
943,49.9824905
944,56.1269493
945,50.81287
946,47.7335014
947,50.6500511
948,49.6537704
949,52.1462593
950,48.2033691
951,50.3630295
952,51.7793999
953,50.5189095
954,51.649189
955,46.9377518
956,49.5802994
957,48.8162613
958,55.8958397
959,34.0517006
960,36.2117119
961,31.0859795
962,42.3382492
963,54.0410004
964,40.6260796
965,63.6038589
966,75.4213867
967,65.0283585
968,66.3154526
969,65.8892822
970,62.5243111
971,70.3685303
972,66.9800034
973,64.9369507
974,65.988327
975,61.2945709
976,64.5458908
977,60.5298615
978,50.710701
979,65.1650696
980,65.3263168
981,67.2760925
982,75.8522263
983,71.8973083
984,72.0764084
985,70.2737503
986,72.9856491
987,63.2631683
988,66.7973633
989,61.9452896
990,62.3347397
991,66.4043427
992,66.7578278
993,65.2634811
994,62.9188194
995,68.0271606
996,57.6592484
997,55.8146286
998,56.3917885
999,54.888401
1000,51.9617119
1001,45.7417717
1002,51.3245697
1003,55.4592896
1004,55.2790909
1005,54.9514809
1006,43.4459991
1007,51.4687309
1008,53.9090004
1009,53.7109299
1010,48.9141884
1011,46.2785988
1012,54.5156784
1013,49.5281487
1014,50.3338203
1015,48.6152115
1016,48.1455116
1017,42.6548615
1018,49.5962181
1019,51.615181
1020,52.6677284
1021,54.7789116
1022,55.0101089
1023,51.1400719
1024,49.9685783
1025,52.8577309
1026,52.1798782
1027,52.0928001
1028,49.5732803
1029,48.7937698
1030,52.3929291
1031,46.4867897
1032,52.2750282
1033,46.0922394
1034,49.6247711
1035,51.3455582
1036,54.0594597
1037,56.4277916
1038,55.2901382
1039,55.1630516
1040,50.8842316
1041,57.5144806
1042,53.3529282
1043,54.415699
1044,53.1649208
1045,48.2831917
1046,56.9771996
1047,48.8815918
1048,51.5556297
1049,48.4889297
1050,48.1889801
1051,48.7475014
1052,49.6700516
1053,51.5625381
1054,51.6929092
1055,52.6964111
1056,51.2662506
1057,62.6518784
1058,54.4864998
1059,55.0266991
1060,31.1545906
1061,35.8363991
1062,25.3031902
1063,54.379921
1064,57.6538811
1065,55.403801
1066,46.0529594
1067,55.0354385
1068,49.4179688
1069,60.8166504
1070,71.7805176
1071,67.2517471
1072,61.6746788
1073,60.9874687
1074,64.790062
1075,61.5813408
1076,56.7581711
1077,67.2170486
1078,66.5779572
1079,41.0547295
1080,47.4810219
1081,66.5433502
1082,65.1123276
1083,69.5961075
1084,68.9380875
1085,68.0804825
1086,63.6852608
1087,63.0653191
1088,67.0544586
1089,62.3551216
1090,56.7733803
1091,64.3408737
1092,57.0489006
1093,54.7483101
1094,63.3413315
1095,52.8622017
1096,55.63554
1097,55.4221191
1098,46.4380798
1099,50.6343994
1100,48.301899
1101,43.7404404
1102,40.5911903
1103,38.3168411
1104,42.9455605
1105,51.0093994
1106,56.1059113
1107,56.717041
1108,48.6097298
1109,45.0006294
1110,45.5454407
1111,55.6733894
1112,57.0577698
1113,52.0617981
1114,47.7314796
1115,51.2672081
1116,51.5968399
1117,49.0391998
1118,51.5186005
1119,54.6890602
1120,49.5424309
1121,49.0820503
1122,48.3513794
1123,49.4832382
1124,53.3529587
1125,57.7691498
1126,53.2222595
1127,47.7159805
1128,39.6125183
1129,41.2815285
1130,54.7870102
1131,51.2420807
1132,52.4049797
1133,46.2530594
1134,49.2770004
1135,44.5057106
1136,55.4645119
1137,53.3882713
1138,47.2902718
1139,48.5946999
1140,45.2505417
1141,36.3343201
1142,45.8121109
1143,53.1248016
1144,43.3732109
1145,47.9456406
1146,60.7220497
1147,56.1796494
1148,57.9410095
1149,59.815979
1150,59.0545082
1151,50.5125313
1152,52.5680695
1153,53.9380112
1154,53.0727806
1155,50.8789406
1156,54.6776199
1157,52.8096199
1158,54.1930504
1159,50.4203987
1160,51.8946609
1161,39.6338387
1162,39.2715416
1163,26.1375198
1164,42.3338509
1165,37.733181
1166,45.2044411
1167,39.3717194
1168,63.3233299
1169,71.4757538
1170,68.9817734
1171,66.1125412
1172,59.7673187
1173,67.5706024
1174,62.5195503
1175,61.8675385
1176,68.2716827
1177,60.3408813
1178,57.8375206
1179,51.1037292
1180,58.3379288
1181,57.1553612
1182,60.6589699
1183,63.1803207
1184,64.7109299
1185,61.3765488
1186,55.3741302
1187,60.698101
1188,65.4474792
1189,65.0844269
1190,60.6825485
1191,62.8359604
1192,66.7003021
1193,61.7494202
1194,67.5296173
1195,70.7504272
1196,63.8694496
1197,61.6975403
1198,58.6559486
1199,48.58881
1200,46.4622192
1201,55.1650009
1202,45.1756096
1203,45.8161316
1204,43.2064896
1205,46.3727798
1206,46.8163986
1207,44.5791397
1208,45.2945518
1209,49.8977203
1210,50.4042816
1211,48.4896584
1212,49.090641
1213,43.8754807
1214,56.5101089
1215,55.2068787
1216,49.6269493
1217,52.0677109
1218,46.0975914
1219,53.0623283
1220,52.0414391
1221,51.4557114
1222,51.644371
1223,60.4572182
1224,54.4769707
1225,51.0536308
1226,45.6792183
1227,51.0142403
1228,54.4005089
1229,60.9291992
1230,50.4672394
1231,47.2641106
1232,45.7968483
1233,50.3708801
1234,45.5422707
1235,44.8204498
1236,48.3273888
1237,52.8073616
1238,45.2849998
1239,35.3492813
1240,36.0959702
1241,28.1644707
1242,35.7104683
1243,40.3382492
1244,50.0330391
1245,53.7511215
1246,51.5934906
1247,52.8958588
1248,51.3217316
1249,49.9624481
1250,53.4251595
1251,52.4398613
1252,57.9643211
1253,49.630249
1254,51.0019112
1255,52.0291786
1256,46.2107887
1257,48.1801605
1258,48.0999107
1259,48.5877304
1260,43.1696281
1261,33.6865005
1262,26.7015495
1263,38.6119118
1264,44.7013817
1265,38.2416382
1266,60.56567
1267,61.1524506
1268,78.8550568
1269,69.8744965
1270,70.5501633
1271,73.6320419
1272,69.9851837
1273,65.4537735
1274,65.6493225
1275,58.7604218
1276,52.4686584
1277,49.960331
1278,47.4770584
1279,44.7678413
1280,48.4841194
1281,53.8485184
1282,57.84795
1283,60.8288193
1284,52.6529808
1285,57.9190407
1286,59.2499886
1287,63.1112213
1288,66.7355118
1289,69.9105301
1290,68.4425888
1291,67.2199783
1292,69.1666183
1293,66.3568878
1294,63.4088593
1295,62.6050911
1296,61.2771187
1297,54.7791786
1298,58.7029991
1299,59.7579613
1300,52.9179497
1301,45.7088089
1302,49.1818199
1303,47.0684509
1304,47.4740181
1305,46.2215805
1306,49.7777596
1307,53.3777809
1308,59.799099
1309,67.2467575
1310,63.3790092
1311,49.772419
1312,53.5727386
1313,47.5175896
1314,44.0806885
1315,46.9786987
1316,51.291851
1317,52.4614296
1318,47.9070511
1319,50.0899086
1320,46.3260918
1321,53.9264603
1322,51.0021515
1323,52.7551804
1324,48.6145897
1325,48.0625305
1326,50.0783882
1327,57.0251884
1328,56.1363182
1329,50.8317909
1330,54.4028206
1331,52.4878006
1332,49.4678688
1333,52.6107483
1334,49.3452301
1335,44.8513985
1336,40.5019302
1337,35.0271683
1338,29.7978001
1339,29.1875992
1340,48.1116791
1341,51.7122612
1342,51.5059204
1343,51.2044106
1344,53.9802589
1345,44.9172401
1346,50.2111282
1347,51.894371
1348,51.8938293
1349,44.4444389
1350,53.0472717
1351,47.3888283
1352,46.5895615
1353,45.3694496
1354,48.9612503
1355,46.2139511
1356,49.3170319
1357,45.3868713
1358,33.2273483
1359,28.2189407
1360,17.7573204
1361,51.5715408
1362,51.8704109
1363,37.2320213
1364,51.9385414
1365,58.8953514
1366,77.0942383
1367,64.2983093
1368,66.2514877
1369,55.7815285
1370,55.7020683
1371,44.9539986
1372,43.1339798
1373,43.4308205
1374,43.5278702
1375,39.1286011
1376,45.3274803
1377,45.871151
1378,43.0933189
1379,45.2753181
1380,36.8455315
1381,45.8995514
1382,58.229229
1383,65.4736862
1384,68.5631104
1385,70.0792313
1386,69.4174576
1387,66.648613
1388,69.6745529
1389,68.5173492
1390,69.5078964
1391,62.8252106
1392,61.8482704
1393,58.94133
1394,55.4299507
1395,55.9171295
1396,53.3195992
1397,50.1165314
1398,47.8364983
1399,45.6674118
1400,42.5578384
1401,46.262989
1402,55.2045097
1403,55.3183212
1404,49.4007683
1405,50.4323616
1406,52.6983986
1407,59.1057892
1408,60.2143593
1409,49.1710892
1410,52.3515816
1411,52.7955093
1412,40.0278587
1413,46.9308701
1414,42.0349884
1415,54.5544586
1416,55.2611084
1417,52.1411705
1418,50.5644913
1419,47.3965607
1420,60.9077797
1421,53.9656601
1422,61.8912201
1423,57.9625511
1424,55.5353813
1425,52.615799
1426,53.3751106
1427,49.0881805
1428,50.9439507
1429,51.9733505
1430,48.2362709
1431,50.4321213
1432,39.7882805
1433,34.2010612
1434,39.4324608
1435,30.5948391
1436,46.6859512
1437,57.4907188
1438,52.3684006
1439,56.8067017
1440,61.7793503
1441,54.8964615
1442,52.2800903
1443,52.6781693
1444,56.3846817
1445,54.748539
1446,52.2677689
1447,52.7782211
1448,53.7999611
1449,50.9664803
1450,57.0116501
1451,49.4428291
1452,48.0673218
1453,50.8563919
1454,38.1859512
1455,36.5328903
1456,20.9917202
1457,47.0763092
1458,51.2085915
1459,38.1590614
1460,48.6626396
1461,52.0723915
1462,68.6227722
1463,70.5428238
1464,62.8484688
1465,64.8611603
1466,56.5666084
1467,58.3329086
1468,47.5553398
1469,48.5502014
1470,45.2176514
1471,43.6031418
1472,43.1147614
1473,43.6399498
1474,45.2560196
1475,47.2416801
1476,51.7733307
1477,54.0083809
1478,61.2541008
1479,70.2386475
1480,71.4415436
1481,67.0726013
1482,61.7444992
1483,63.5316696
1484,62.3132706
1485,63.9549103
1486,59.800621
1487,59.9554482
1488,57.0999794
1489,53.6424599
1490,49.5279083
1491,43.8657112
1492,47.0356407
1493,51.5473518
1494,49.5399704
1495,52.4342194
1496,47.6353683
1497,48.7318115
1498,48.7580986
1499,52.439991
1500,50.8263092
1501,51.9874115
1502,59.7913818
1503,59.6241493
1504,47.9199905
1505,47.6550789
1506,46.6971512
1507,28.8019505
1508,49.661541
1509,44.8740501
1510,53.0100899
1511,57.6671295
1512,50.2909088
1513,54.7504997
1514,56.7817497
1515,57.0844116
1516,55.857769
1517,56.7521286
1518,58.3335915
1519,60.5324783
1520,58.5042381
1521,52.5518417
1522,54.3062782
1523,54.7575111
1524,51.4441414
1525,53.3734818
1526,57.0718613
1527,57.3375397
1528,54.1926994
1529,56.8282585
1530,53.2369919
1531,51.32547
1532,56.3143997
1533,54.0264511
1534,55.2634201
1535,51.8568916
1536,54.1191216
1537,51.5860596
1538,48.5511589
1539,53.4949188
1540,53.7544708
1541,48.1953888
1542,52.604641
1543,50.0248489
1544,53.6275711
1545,51.5709801
1546,51.1225586
1547,47.6851006
1548,53.2344017
1549,38.2598381
1550,34.2882996
1551,29.1681004
1552,51.8358002
1553,53.2474098
1554,47.1945801
1555,47.6682205
1556,54.2260208
1557,64.1206665
1558,73.83255
1559,73.3478699
1560,67.723793
1561,64.6880875
1562,56.3714104
1563,55.1786499
1564,46.3948517
1565,48.8162384
1566,46.3828087
1567,42.2676506
1568,40.9715309
1569,43.5830002
1570,43.9115791
1571,49.0249596
1572,53.1265182
1573,61.2885399
1574,69.4465179
1575,69.0750504
1576,65.2102127
1577,63.1520004
1578,59.7154388
1579,58.2473412
1580,51.610611
1581,55.5233116
1582,53.2494698
1583,45.9400215
1584,53.1151695
1585,49.6160393
1586,49.5827484
1587,44.4828682
1588,33.3839111
1589,34.273819
1590,33.397049
1591,47.0454292
1592,49.3419609
1593,49.3147583
1594,55.4770889
1595,52.217659
1596,46.9382401
1597,48.0394592
1598,54.3384514
1599,49.639389
1600,44.8340912
1601,53.6529999
1602,44.4135513
1603,42.3480606
1604,51.8805695
1605,46.0886688
1606,42.8964882
1607,46.6102905
1608,51.5045204
1609,51.6663818
1610,55.2664413
1611,55.9197617
1612,51.5993195
1613,55.9287415
1614,53.4985695
1615,54.2850113
1616,52.370491
1617,56.4370003
1618,54.1437302
1619,54.8484802
1620,50.8704987
1621,52.9345818
1622,51.5779305
1623,48.289711
1624,55.0762405
1625,56.0609207
1626,56.7436485
1627,50.6179504
1628,51.23283
1629,54.5338898
1630,53.3316994
1631,46.19907
1632,51.3315392
1633,45.7620201
1634,49.3617897
1635,50.9500999
1636,50.6900482
1637,43.8767891
1638,48.6370811
1639,48.2650108
1640,46.90411
1641,46.6733589
1642,59.5096817
1643,37.9340706
1644,35.5737495
1645,30.7917404
1646,58.1484604
1647,51.3629608
1648,60.8594208
1649,48.8196487
1650,66.6112671
1651,83.1035919
1652,82.972641
1653,69.1796875
1654,58.9137917
1655,55.4130096
1656,47.16539
1657,52.3551292
1658,43.4572182
1659,51.5955086
1660,45.7256012
1661,48.8675003
1662,42.3908005
1663,44.6251106
1664,53.6898384
1665,53.8868294
1666,62.6413307
1667,62.1950989
1668,59.3790398
1669,61.74366
1670,66.6950912
1671,63.9423409
1672,60.2069016
1673,56.7231789
1674,55.5120316
1675,53.8145103
