fid_1,final_yield
1676,51.2935295
1677,52.2804184
1678,46.3981705
1679,53.2556114
1680,43.0212593
1681,52.0941315
1682,50.1014214
1683,45.2336006
1684,47.6277618
1685,47.2883301
1686,49.0454712
1687,50.3044815
1688,52.8096809
1689,49.5893402
1690,56.7931709
1691,53.4120903
1692,49.2318687
1693,51.7093887
1694,53.7223015
1695,55.867981
1696,56.3904305
1697,49.3662682
1698,47.4078484
1699,58.1915894
1700,58.915329
1701,57.6767006
1702,54.5372009
1703,58.3110313
1704,55.9609489
1705,52.4187889
1706,51.1362801
1707,49.1186485
1708,48.5284119
1709,53.9570084
1710,56.0920715
1711,51.5768089
1712,51.6849785
1713,51.4133301
1714,52.6200104
1715,50.9658585
1716,50.4478683
1717,53.1344719
1718,56.0894089
1719,55.8647003
1720,42.0912018
1721,47.8839798
1722,49.6841087
1723,51.9340591
1724,44.9545212
1725,49.3236618
1726,44.4344711
1727,49.4749908
1728,47.8235893
1729,44.2952385
1730,51.4620514
1731,47.5098991
1732,47.2832718
1733,49.5719604
1734,51.2200203
1735,42.7405396
1736,41.2981796
1737,29.1371193
1738,58.7280312
1739,52.773571
1740,51.8072701
1741,70.966423
1742,60.9398499
1743,87.2405777
1744,85.1097794
1745,75.5981674
1746,67.4666824
1747,57.8197784
1748,51.7235985
1749,46.6122093
1750,41.9514618
1751,42.8033485
1752,40.1735001
1753,39.774231
1754,38.7868195
1755,39.7036018
1756,47.5398293
1757,61.6222
1758,69.0043182
1759,64.442131
1760,65.4020996
1761,69.9347534
1762,64.519577
1763,61.990921
1764,56.1713295
1765,55.0892715
1766,57.0137787
1767,57.6633987
1768,53.5209885
1769,50.6121216
1770,45.3376312
1771,57.7209091
1772,61.084301
1773,53.5917015
1774,42.8831215
1775,51.92733
1776,53.706131
1777,47.1170807
1778,56.1836395
1779,52.2771187
1780,52.7108994
1781,51.5906982
1782,48.0607185
1783,55.4199486
1784,52.9372215
1785,57.6345901
1786,57.2312698
1787,54.6298294
1788,47.5655594
1789,46.0205688
1790,47.6795006
1791,54.0441284
1792,52.7308197
1793,52.6221504
1794,56.4597511
1795,57.7117615
1796,56.3626099
1797,54.7238808
1798,51.6146812
1799,54.9711494
1800,51.8395996
1801,51.3056793
1802,51.0063286
1803,47.8957214
1804,49.007679
1805,49.0014381
1806,49.2574615
1807,49.8984299
1808,47.1997986
1809,49.2117615
1810,55.5037384
1811,49.6592216
1812,51.88591
1813,54.876049
1814,53.496891
1815,55.2620697
1816,50.271019
1817,51.9858513
1818,53.5428085
1819,51.8913612
1820,50.4677086
1821,54.2081108
1822,47.4769707
1823,52.347271
1824,49.4463196
1825,48.7000313
1826,40.5172501
1827,35.5759888
1828,26.7577896
1829,42.4875793
1830,35.7329903
1831,27.0698605
1832,41.7427902
1833,57.3835793
1834,80.3426971
1835,72.6072235
1836,54.1599312
1837,49.9023819
1838,38.6219711
1839,40.3629417
1840,37.9230309
1841,35.4114418
1842,41.4754982
1843,40.0829391
1844,45.5513992
1845,52.3656693
1846,64.4913864
1847,64.0600662
1848,61.3515015
1849,62.7849808
1850,58.1441498
1851,50.6672516
1852,46.6691284
1853,45.9015999
1854,50.7217712
1855,49.6024017
1856,50.2521019
1857,48.3157196
1858,40.2654419
1859,40.0930099
1860,41.9758911
1861,43.8718987
1862,46.4027214
1863,45.5373116
1864,45.4915504
1865,48.978241
1866,47.1341705
1867,46.0027008
1868,44.8537102
1869,44.9106483
1870,53.23946
1871,52.9112511
1872,46.9315186
1873,48.5119286
1874,53.1837997
1875,49.8553505
1876,43.8587914
1877,38.4548187
1878,38.4550514
1879,41.3078117
1880,45.0915489
1881,53.5953293
1882,49.5655289
1883,54.0597115
1884,58.0961189
1885,57.7179909
1886,57.458149
1887,54.4469795
1888,52.1990318
1889,52.0363007
1890,54.9541283
1891,52.0858994
1892,52.5879097
1893,54.590889
1894,51.4808311
1895,52.4966583
1896,57.3831902
1897,57.3987694
1898,56.6953506
1899,53.5433388
1900,52.8177986
1901,56.7595215
1902,56.0288086
1903,55.4774895
1904,48.8720589
1905,48.9073486
1906,50.1718292
1907,53.1883087
1908,46.5331993
1909,47.4154015
1910,46.9444313
1911,46.1777687
1912,52.2397194
1913,49.5298882
1914,52.3321915
1915,41.0459709
1916,41.2652817
1917,27.4214802
1918,49.8614502
1919,48.3625984
1920,46.1529083
1921,48.7650185
1922,50.0994301
1923,66.6082916
1924,64.2394409
1925,56.2934494
1926,48.1588211
1927,47.8703804
1928,45.4012604
1929,44.3222198
1930,43.4491692
1931,43.0816116
1932,43.780159
1933,51.0189896
1934,64.9172134
1935,65.7913971
1936,62.3373985
1937,58.6795883
1938,57.434269
1939,53.1901512
1940,54.8865585
1941,48.9379196
1942,44.3788795
1943,46.6374016
1944,47.4297218
1945,48.4121017
1946,42.0379105
1947,50.0525703
1948,48.3524284
1949,45.7459908
1950,44.9514389
1951,38.6938896
1952,35.7113609
1953,45.7522507
1954,44.853611
1955,47.491291
1956,44.42696
1957,50.4615211
1958,55.1061401
1959,57.9502907
1960,55.1097603
1961,52.4878616
1962,50.8127708
1963,48.9404106
1964,45.0163498
1965,42.1306992
1966,42.9838486
1967,47.0390396
1968,50.1750908
1969,47.803791
1970,50.2291298
1971,53.3772316
1972,50.896431
1973,48.6881905
1974,52.0358315
1975,49.3915215
1976,46.470089
1977,49.8336906
1978,51.88451
1979,51.9992485
1980,51.1760292
1981,48.6248703
1982,53.4233894
1983,47.4146805
1984,49.9882011
1985,53.2394104
1986,49.2401695
1987,42.8330688
1988,48.7531319
1989,46.0579796
1990,46.8565292
1991,48.9359703
1992,47.9032784
1993,45.8910789
1994,47.2377701
1995,45.53339
1996,47.2853699
1997,44.5177307
1998,46.5914803
1999,47.4266396
2000,48.6538887
2001,45.0235291
2002,51.0019913
2003,36.6458817
2004,34.6121292
2005,24.8889408
2006,48.965641
2007,41.3070793
2008,50.5439186
2009,58.6219101
2010,60.2962303
2011,58.0430412
2012,41.7382889
2013,39.3553314
2014,36.7449188
2015,38.5502586
2016,40.6799583
2017,41.4961815
2018,40.8898506
2019,41.6912117
2020,56.7450104
2021,66.1514511
2022,69.2950134
2023,66.075882
2024,62.6642189
2025,57.9788895
2026,57.8396416
2027,60.422081
2028,53.9955101
2029,53.2304497
2030,59.77565
2031,53.2128296
2032,59.5253716
2033,56.6237488
2034,57.2517014
2035,54.9451904
2036,51.7985497
2037,45.6902313
2038,44.8194008
2039,33.9376984
2040,38.7862816
2041,44.1884689
2042,48.3343391
2043,48.8893013
2044,55.2409096
2045,58.0432892
2046,57.0615196
2047,60.2882118
2048,57.5864296
2049,52.8503799
2050,47.9822388
2051,44.7725716
2052,50.3266182
2053,50.681179
2054,49.6820297
2055,53.2858391
2056,53.7064018
2057,51.8902016
2058,53.1546898
2059,54.6627502
2060,52.8675919
2061,53.2452812
2062,52.2014503
2063,52.6230316
2064,55.3148193
2065,50.4286919
2066,52.6917191
2067,53.0133514
2068,49.9980698
2069,51.2888298
2070,53.7903099
2071,50.8875504
2072,48.6220207
2073,53.2278214
2074,52.5799599
2075,52.0009003
2076,50.9432182
2077,47.9291306
2078,45.7075386
2079,43.9571419
2080,46.4805794
2081,47.3721199
2082,51.005661
2083,44.716259
2084,46.9109001
2085,45.2862282
2086,47.1795616
2087,43.0335617
2088,48.0362396
2089,40.3597984
2090,43.0046692
2091,26.6654892
2092,48.4450302
2093,34.8984108
2094,47.0721817
2095,42.2843018
2096,45.8744011
2097,33.5936584
2098,39.2544289
2099,31.6256599
2100,37.3767891
2101,31.8768806
2102,37.2261581
2103,31.9572506
2104,47.1085701
2105,54.6547394
2106,58.2820511
2107,49.1848412
2108,49.3959618
2109,51.6940498
2110,52.814621
2111,60.2649307
2112,63.6381111
2113,60.5811996
2114,60.4149284
2115,56.58321
2116,50.9095383
2117,51.1963692
2118,49.4626007
2119,43.4727402
2120,43.2961693
2121,37.4030609
2122,47.2463493
2123,41.1239014
2124,45.1412697
2125,42.5292397
2126,47.2209282
2127,45.9092598
2128,55.1121483
2129,58.5885315
2130,51.8343887
2131,56.0778618
2132,54.9116287
2133,54.1496315
2134,57.2434387
2135,52.9012718
2136,55.7423592
2137,52.5718803
2138,51.317421
2139,50.2178688
2140,49.8723793
2141,49.5738907
2142,47.1681786
2143,46.2607689
2144,48.1099586
2145,50.4190788
2146,47.0134315
2147,52.7534714
2148,51.7756882
2149,50.3120689
2150,52.0737686
2151,54.7219887
2152,54.2491302
2153,58.4910011
2154,51.7857704
2155,50.4921608
2156,49.1484909
2157,58.1637306
2158,57.3542213
2159,55.6853294
2160,52.9719009
2161,52.5647202
2162,54.9585991
2163,56.0906487
2164,50.6272202
2165,43.9549103
2166,50.3145905
2167,53.2312317
2168,54.3139801
2169,49.5718994
2170,51.2663689
2171,46.2512512
2172,49.8885002
2173,46.7420883
2174,39.4161301
2175,42.3497314
2176,29.2197609
2177,43.9942894
2178,33.4268799
2179,39.9989014
2180,39.9132805
2181,22.4844608
2182,45.0033112
2183,40.2252884
2184,40.7974091
2185,39.968441
2186,40.0778809
2187,40.9553185
2188,44.93013
2189,51.8820801
2190,57.0585403
2191,60.4446793
2192,61.5125999
2193,57.1116104
2194,54.9724503
2195,58.9180412
2196,59.6203308
2197,66.6651306
2198,67.0683136
2199,64.5592194
2200,62.5782204
2201,59.7659111
2202,58.2256699
2203,46.3023682
2204,34.6365204
2205,40.0378494
2206,45.040741
2207,44.268631
2208,46.7012405
2209,45.3817101
2210,41.6746101
2211,42.1533089
2212,47.4606705
2213,52.3282318
2214,53.6890106
2215,59.2991486
2216,59.3560295
2217,54.77034
2218,53.4738884
2219,53.9031105
2220,51.1758919
2221,49.3140182
2222,47.4572487
2223,43.4704285
2224,44.5283394
2225,48.0742683
2226,48.0717697
2227,48.3340988
2228,46.7499008
2229,51.6556015
2230,49.0188904
2231,54.3382988
2232,50.6237183
2233,46.3865814
2234,51.5282593
2235,51.9721985
2236,49.2511787
2237,51.3105507
2238,48.55476
2239,44.8844719
2240,46.4015312
2241,52.5031013
2242,45.5232697
2243,48.2411613
2244,44.5673485
2245,45.9595108
2246,42.5680084
2247,41.6274796
2248,43.3195992
2249,43.0377502
2250,41.54702
2251,43.3886185
2252,45.5957413
2253,45.7314987
2254,43.2151299
2255,40.6223907
2256,46.4326515
2257,46.5354881
2258,38.1847191
2259,38.0639114
2260,28.2688599
2261,44.0923195
2262,46.8804893
2263,29.0190105
2264,25.3125706
2265,26.1315193
2266,54.2793617
2267,55.9746704
2268,47.8389702
2269,46.6043091
2270,57.7227783
2271,62.5668602
2272,67.1224823
2273,61.7143402
2274,62.9024391
2275,60.092411
2276,60.2323112
2277,51.3928604
2278,54.9231491
2279,45.1563683
2280,48.3025589
2281,34.7836685
2282,44.3148193
2283,46.8493004
2284,44.8548508
2285,26.4860306
2286,27.80023
2287,30.1884193
2288,37.7262001
2289,41.506031
2290,41.5685616
2291,42.7632599
2292,37.5716019
2293,51.8757782
2294,47.6011391
2295,33.5437813
2296,43.1225815
2297,46.5662689
2298,55.8501816
2299,55.0004807
2300,50.1297417
2301,54.2907715
2302,55.1700096
2303,49.8602715
2304,47.4609299
2305,47.8692818
2306,42.0987587
2307,42.3736382
2308,42.2724419
2309,49.58564
2310,48.8587608
2311,49.3000908
2312,51.2746391
2313,48.4763603
2314,49.4556808
2315,50.1346016
2316,47.0775986
2317,48.0453911
2318,52.4234009
2319,51.2191811
2320,52.7039299
2321,47.1303711
2322,44.0998001
2323,53.1966591
2324,54.4892998
2325,46.4971886
2326,44.2997284
2327,46.23069
2328,46.5148315
2329,50.3403397
2330,50.9614716
2331,47.6636505
2332,47.4430885
2333,43.5028
2334,43.0166397
2335,44.5960808
2336,47.1805801
2337,39.2650185
2338,43.6171112
2339,40.3707314
2340,34.7235413
2341,32.5279388
2342,24.98666
2343,43.0268402
2344,45.4625092
2345,50.1879883
2346,18.9186306
2347,30.1907501
2348,52.0000191
2349,54.5360413
2350,48.4482613
2351,53.2203407
2352,56.6972885
2353,58.9433403
2354,58.6832619
2355,64.6393814
2356,63.1017303
2357,63.5908699
2358,57.9335899
2359,54.3882713
2360,52.1499481
2361,54.8892593
2362,53.5229301
2363,51.4291611
2364,55.6391106
2365,57.2351189
2366,56.8619308
2367,61.0898094
2368,58.2101097
2369,57.5228882
2370,56.4767189
2371,50.7890205
2372,53.4006996
2373,51.0306511
2374,53.1261902
2375,46.9502602
2376,53.0217094
2377,50.7264214
2378,51.1130486
2379,55.7981987
2380,54.7233505
2381,58.554451
2382,54.3054085
2383,55.6338806
2384,52.184761
2385,46.5493088
2386,48.0272789
2387,51.8740883
2388,49.6776085
2389,48.9250488
2390,50.848381
2391,51.7521095
2392,52.9030609
2393,47.4070587
2394,47.4749908
2395,49.4213715
2396,46.7248116
2397,47.4505997
2398,48.0185318
2399,49.7378311
2400,44.7531319
2401,43.802681
2402,45.4669304
2403,45.9696617
2404,45.4878197
2405,44.6772308
2406,41.9637489
2407,45.4703407
2408,49.2878494
2409,42.5048599
2410,50.2612915
2411,49.4654694
2412,49.4469109
2413,42.0618896
2414,42.5103493
2415,44.1040001
2416,40.4736519
2417,42.9081116
2418,47.5653381
2419,42.7672882
2420,44.3696098
2421,34.1618385
2422,30.6833
2423,29.5058498
2424,54.2907486
2425,32.3621788
2426,32.1672897
2427,11.9078398
2428,28.1761894
2429,43.1094818
2430,57.1908684
2431,60.4073486
2432,62.9827118
2433,63.3749695
2434,65.3871384
2435,63.1771584
2436,63.8921204
2437,63.4020004
2438,60.3319283
2439,58.6351814
2440,61.5363197
2441,63.0861588
2442,62.4519081
2443,65.99646
2444,60.9141388
2445,63.8523598
2446,59.9474792
2447,59.8527718
2448,58.3932304
2449,53.5767899
2450,54.8653717
2451,48.5974998
2452,51.6519585
2453,55.5538101
2454,34.8729782
2455,36.4202614
2456,32.7786903
2457,50.152359
2458,52.560791
2459,57.0416908
2460,53.6902084
2461,54.2927704
2462,56.2733688
2463,51.4563904
2464,47.5340691
2465,49.0851707
2466,51.7823296
2467,50.4821205
2468,51.8335609
2469,51.7786484
2470,50.3017387
2471,51.1136513
2472,50.0353584
2473,51.8689804
2474,52.3427505
2475,53.1723289
2476,50.8410797
2477,50.7925797
2478,50.6986389
2479,49.9908714
2480,50.6115913
2481,54.4422989
2482,50.8745308
2483,48.9297485
2484,53.4461784
2485,47.5174713
2486,48.2509003
2487,50.8049202
2488,42.2343407
2489,44.7041016
2490,43.4861717
2491,42.9335098
2492,47.9692383
2493,45.0725517
2494,41.9774017
2495,47.0864906
2496,46.8300781
2497,44.6428719
2498,48.0368195
2499,46.3759918
2500,37.4692917
2501,38.1709785
2502,35.7495308
2503,32.7443695
2504,24.5164394
2505,27.6757603
2506,14.97966
2507,24.5575409
2508,40.1769791
2509,52.6484718
2510,56.2952499
2511,50.1358719
2512,67.1911469
2513,58.4164085
2514,62.0960388
2515,61.3145485
2516,58.4674301
2517,52.8916893
2518,58.7545319
2519,56.8582802
2520,55.4063301
2521,46.3650208
2522,44.7102394
2523,52.8000488
2524,54.5883904
2525,55.4373093
2526,39.3267097
2527,46.8190804
2528,52.5901299
2529,49.5377998
2530,50.7822418
2531,51.920639
2532,48.0575714
2533,38.1453514
2534,51.1091309
2535,49.0115013
2536,51.4553986
2537,54.9400902
2538,55.1823311
2539,56.4767914
2540,51.5267296
2541,47.6216812
2542,48.8329086
2543,53.8015404
2544,52.3710403
2545,51.1294708
2546,52.9228592
2547,48.6110916
2548,51.5680809
2549,48.1936302
2550,50.4905014
2551,52.8927994
2552,51.9120903
2553,52.9780502
2554,52.0285606
2555,52.0136185
2556,50.3700409
2557,53.3460999
2558,51.0205688
2559,48.3945198
2560,47.8350792
2561,46.9557495
2562,47.5652199
2563,43.7555885
2564,48.7564507
2565,45.5760689
2566,48.0416908
2567,47.5445709
2568,50.0820084
2569,42.2990913
2570,53.5129509
2571,53.0382195
2572,52.5349312
2573,42.6523094
2574,36.1420784
2575,41.3561401
2576,37.8941383
2577,35.4595184
2578,27.7122307
2579,29.3317795
2580,27.0928993
2581,33.2799606
2582,22.9354496
2583,17.3083496
2584,16.78899
2585,43.1895905
2586,61.0713882
2587,68.4396973
2588,69.037178
2589,65.9520187
2590,62.2176514
2591,65.2992706
2592,64.7544937
2593,66.1601868
2594,66.286171
2595,61.8167496
2596,68.3504333
2597,67.7983627
2598,66.4187393
2599,64.8177338
2600,68.874939
2601,64.3916779
2602,59.08815
2603,60.6385193
2604,54.3965492
2605,51.6693993
2606,54.9673386
2607,57.7267494
2608,57.9786606
2609,50.0495911
2610,55.9374886
2611,49.7427483
2612,55.8220711
2613,56.6838684
2614,58.5153008
2615,53.3119316
2616,54.3505402
2617,53.1199188
2618,53.3338509
2619,54.2581596
2620,50.1489487
2621,49.813961
2622,49.8308601
2623,58.4388809
2624,55.6364098
2625,55.8781013
2626,55.9847412
2627,51.0939484
2628,49.4492188
2629,47.1994209
2630,56.0269814
2631,53.5441895
2632,55.4937592
2633,55.1824989
2634,53.0675392
2635,53.3158989
2636,52.2017212
2637,48.5286713
2638,40.9707985
2639,42.7736397
2640,56.4421501
2641,52.3766785
2642,53.3791389
2643,48.3625298
2644,47.8298912
2645,46.3402405
2646,46.9289818
2647,46.5339088
2648,47.0664597
2649,44.1315918
2650,40.5648918
2651,40.1468506
2652,37.65905
2653,41.3414116
2654,29.9884491
2655,33.6970596
2656,30.5462704
2657,38.8184319
2658,26.5710602
2659,25.6393909
2660,30.41325
2661,38.5802689
2662,51.8088608
2663,76.6018219
2664,70.6258087
2665,68.9844818
2666,68.811348
2667,58.8702316
2668,60.0663681
2669,67.8751373
2670,67.0681686
2671,66.7942734
2672,67.6444168
2673,63.1108894
2674,66.5970612
2675,64.2653427
2676,50.266819
2677,56.6677704
2678,65.1814728
2679,66.3634796
2680,63.6898918
2681,65.1278381
2682,62.287899
2683,55.7960587
2684,54.8321419
2685,50.4198685
2686,56.8488083
2687,56.309391
2688,58.9952202
2689,56.1621895
2690,55.3698196
2691,52.6069489
2692,54.7151985
2693,54.3228188
2694,60.4123192
2695,60.7768707
2696,59.9965897
2697,53.5264015
2698,52.2367516
2699,49.5751915
2700,50.1446419
2701,52.4303818
2702,51.2034798
2703,51.9827499
2704,54.5598717
2705,52.1368408
2706,52.0257111
2707,50.080349
2708,51.6932983
2709,53.6908302
2710,50.2610397
2711,54.7653694
2712,45.5705605
2713,48.96175
2714,44.3494492
2715,42.8550682
2716,53.3250809
2717,47.3442917
2718,49.7601204
2719,47.7168312
2720,48.4693985
2721,51.7422981
2722,51.4414482
2723,48.9748306
2724,44.9879799
2725,42.8993301
2726,43.6962509
2727,46.3536186
2728,42.4204292
2729,35.5571289
2730,37.6306992
2731,31.58325
2732,19.3997307
2733,31.068119
2734,23.9927692
2735,28.0484009
2736,26.3451309
2737,42.4957809
2738,61.892601
2739,61.7350197
2740,73.2602386
2741,67.1390991
2742,72.3808823
2743,65.0789108
2744,57.3073883
2745,66.4038467
2746,63.1905403
2747,66.4150467
2748,60.9346008
2749,58.0695992
2750,59.2890511
2751,61.5728989
2752,61.3281708
2753,61.0711517
2754,64.6715469
2755,62.1956215
2756,59.6511192
2757,51.1902504
2758,41.8460007
2759,43.7676315
2760,54.8585892
2761,54.9885216
2762,53.4195709
2763,55.1565895
2764,52.3119202
2765,51.5361786
2766,47.6759682
2767,55.8639793
2768,55.3493309
2769,54.1689911
2770,56.0929184
2771,53.8658295
2772,52.9517212
2773,51.4409599
2774,51.2731018
2775,52.1924706
2776,52.0292816
2777,47.2841187
2778,52.1982613
2779,51.4314117
2780,46.1515007
2781,48.5217781
2782,51.1481781
2783,48.8797913
2784,53.7537384
2785,48.0367889
2786,45.7930984
2787,44.8917313
2788,45.9464607
2789,49.3377686
2790,45.3064499
2791,46.1682205
2792,49.2924194
2793,48.4826813
2794,43.6382217
2795,43.5110092
2796,40.305439
2797,41.8306885
2798,41.9151192
2799,39.4232903
2800,40.1018715
2801,39.8515282
2802,36.8805809
2803,34.6701202
2804,31.9587498
2805,48.3666916
2806,25.8808308
2807,17.0598202
2808,32.9605904
2809,31.7947598
2810,28.6309299
2811,47.7994995
2812,59.4213982
2813,68.7225723
2814,61.1717186
2815,67.3589478
2816,60.0567818
2817,63.2525902
2818,63.8128395
2819,64.0088882
2820,67.1504135
2821,63.2124901
2822,58.0615616
2823,54.3211098
2824,51.9233818
2825,53.3920517
2826,55.1167297
2827,53.1368599
2828,52.8102188
2829,48.9557114
2830,52.6396217
2831,54.9311218
2832,59.2167397
2833,54.4135094
2834,54.1843109
2835,47.9402885
2836,54.7048302
2837,51.1347809
2838,54.5108719
2839,51.6532211
2840,54.9851418
2841,56.2558899
2842,50.5103798
2843,52.7093887
2844,52.9280586
2845,55.813179
2846,53.0737305
2847,47.6628914
2848,49.1563988
2849,52.5654602
2850,52.5866203
2851,49.7828598
2852,41.8318481
2853,54.9067497
2854,46.9191399
2855,40.3913994
2856,44.401001
2857,48.061451
2858,44.0851212
2859,47.2198486
2860,45.1472092
2861,42.07761
2862,46.7687912
2863,46.4472389
2864,46.8908806
2865,45.4407005
2866,46.8981705
2867,43.0082283
2868,38.2471619
2869,42.7736397
2870,39.7579002
2871,41.4771881
2872,42.4710693
2873,40.8305702
2874,29.6307201
2875,34.0848694
2876,32.007431
2877,24.8931999
2878,26.67486
2879,15.9973698
2880,42.0355988
2881,55.1862488
2882,44.5253296
2883,43.2914009
2884,57.3549309
2885,56.7371712
2886,64.1075134
2887,51.5355797
2888,45.675499
2889,44.9635811
2890,57.3258591
2891,60.214901
2892,58.3186111
2893,61.3248901
2894,60.9678116
2895,64.4513092
2896,70.3662491
2897,65.1826019
2898,44.9076805
2899,52.6779099
2900,56.6860886
2901,50.1516914
2902,45.3085403
2903,49.6029892
2904,54.8098106
2905,53.6228714
2906,55.2638016
2907,56.0346184
2908,52.7209015
2909,56.1911507
2910,53.7232895
2911,58.5435219
2912,55.3778801
2913,57.7501106
2914,53.8303604
2915,54.514061
2916,49.7408485
2917,46.7190018
2918,46.8854485
2919,43.8734398
2920,48.3682213
2921,46.832489
2922,48.3693504
2923,49.190609
2924,52.1823311
2925,50.4790993
2926,52.0270882
2927,49.5479584
2928,47.7242393
2929,43.1309509
2930,42.812809
2931,41.3118286
2932,45.9744186
2933,49.079361
2934,40.250721
2935,44.1304893
2936,44.9324684
2937,41.1534805
2938,43.2904282
2939,43.433239
2940,40.9525909
2941,45.3264084
2942,44.4887314
2943,45.6201096
2944,32.2514
2945,34.1644897
2946,20.3924694
2947,30.8832397
2948,31.9459
2949,52.0129585
2950,51.8125381
2951,48.8441391
2952,47.4426689
2953,45.8982811
2954,55.7889519
2955,81.7031326
2956,77.4915924
2957,72.3854675
2958,68.1780396
2959,58.4788895
2960,61.4075508
2961,68.8643799
2962,76.9407883
2963,71.5767136
2964,68.350853
2965,64.0523376
2966,71.1676407
2967,65.9432297
2968,65.8621979
2969,64.0536804
2970,59.7967186
2971,57.4200592
2972,54.5750504
2973,50.2162285
2974,59.2432899
2975,54.6451302
2976,57.5975685
2977,59.0751801
2978,58.5608788
2979,59.3345718
2980,58.2747612
2981,59.5299988
2982,55.1631012
2983,56.3166199
2984,53.9354095
2985,51.5209084
2986,49.8961411
2987,52.1212692
2988,51.1332092
2989,52.2917404
2990,48.8005981
2991,50.3347893
2992,45.7207413
2993,45.5710602
2994,42.8903809
2995,42.3182983
2996,43.659111
2997,44.0635414
2998,44.9913902
2999,50.2677498
3000,47.8137894
3001,43.7420502
3002,48.3044701
3003,39.1960297
3004,39.1242981
3005,41.078289
3006,40.6277199
3007,27.1384697
3008,40.6714592
3009,43.1185493
3010,51.6044006
3011,37.0436783
3012,35.3471184
3013,20.4073601
3014,33.1958084
3015,17.3673096
3016,25.9657402
3017,43.8884697
3018,47.6559792
3019,46.2644501
3020,25.2160606
3021,31.1240292
3022,45.6073914
3023,68.74086
3024,66.2729492
3025,68.2384109
3026,62.9417191
3027,65.7383423
3028,67.3576965
3029,64.993927
3030,69.1958694
3031,69.0323181
3032,66.9080429
3033,63.9534416
3034,56.9188118
3035,59.8333397
3036,63.4018784
3037,65.0397415
3038,56.5148087
3039,58.6782684
3040,57.3923111
3041,58.5011292
3042,60.4669914
3043,59.3676682
3044,55.1612892
3045,54.99049
3046,58.2056503
3047,58.2365799
3048,55.8378105
3049,51.5188217
3050,51.0595207
3051,55.1356888
3052,53.6113815
3053,58.4232292
3054,47.7304802
3055,49.4744186
3056,50.3849602
3057,50.2056503
3058,45.8482094
3059,37.1652184
3060,42.6189804
3061,40.2063293
3062,38.1045494
3063,36.3457184
3064,42.022789
3065,43.0911293
3066,46.8519592
3067,48.5680389
3068,48.8897095
3069,39.5621185
3070,43.8305817
3071,42.3639107
3072,45.6741714
3073,38.4805984
3074,39.2644997
3075,45.1175003
3076,35.9740601
3077,35.1244087
3078,22.5579796
3079,39.5731583
3080,41.9576607
3081,37.967041
3082,28.5067501
3083,32.3400116
3084,43.0907898
3085,54.3068886
3086,51.7034988
3087,45.5487289
3088,69.5465393
3089,76.5377502
3090,73.7936935
3091,79.9778671
3092,79.1096115
3093,72.2902527
3094,71.0133972
3095,67.6532974
3096,59.0507889
3097,56.4364586
3098,53.6642609
3099,50.78936
3100,57.7056885
3101,55.3040314
3102,57.5444298
3103,57.5454292
3104,53.5686607
3105,53.9093018
3106,52.5720901
3107,53.7721214
3108,54.8466415
3109,50.6734009
3110,55.8557816
3111,52.5223618
3112,55.5267715
3113,50.7168083
3114,55.2792091
3115,51.2142105
3116,49.0844498
3117,48.7637596
3118,48.7396011
3119,52.3847694
3120,49.4870796
3121,47.4281502
3122,47.8149414
3123,48.6314697
3124,50.4724007
3125,49.7808914
3126,49.7411499
3127,46.7082481
3128,52.4543304
3129,56.9877892
3130,57.1355209
3131,51.5676384
3132,49.588459
3133,49.3959999
3134,40.8697815
3135,46.6162605
3136,47.0885086
3137,41.740509
3138,27.2737503
3139,26.6454906
3140,31.7392006
3141,45.6617012
3142,55.7982101
3143,56.0834312
3144,38.7719994
3145,46.1670609
3146,50.3631287
3147,60.9548988
3148,80.5343323
3149,76.4136276
3150,73.2901306
3151,67.304039
3152,67.1271973
3153,62.5676613
3154,60.3090706
3155,60.4237709
3156,63.7022591
3157,63.9062881
3158,55.5340195
3159,56.2457085
3160,57.1791992
3161,55.9356689
3162,59.2932701
3163,56.4197998
3164,58.7094688
3165,59.7999191
3166,52.8706093
3167,55.1035614
3168,57.7812119
3169,54.9524307
3170,54.2131386
3171,54.6947708
3172,56.8692703
3173,51.5518417
3174,45.6568413
3175,50.8587189
3176,48.1283302
3177,49.9599495
3178,51.3186798
3179,46.4398384
3180,48.505909
3181,49.1714783
3182,47.5832596
3183,45.3737907
3184,43.2389297
3185,50.3280602
3186,51.7555695
3187,48.9179115
3188,53.6909294
3189,55.0827408
3190,52.882019
3191,53.1152191
3192,46.4553299
3193,44.9618607
3194,44.8917084
3195,40.9577789
3196,35.6649818
3197,32.5919304
3198,42.2826309
3199,65.5410233
3200,44.6445198
3201,41.9738197
3202,47.8955307
3203,44.5452614
3204,51.6389503
3205,74.9336395
3206,75.639061
3207,66.5706787
3208,68.391449
3209,62.3207817
3210,59.7719612
3211,55.0466194
3212,57.206871
3213,58.4939194
3214,57.9857101
3215,52.1082497
3216,59.1684189
3217,57.0182495
3218,61.4341316
3219,59.0394707
3220,57.6374397
3221,57.5521889
3222,57.5054207
3223,55.7243881
3224,53.9396515
3225,54.6188889
3226,58.4675789
3227,55.7585411
3228,53.3461494
3229,48.0609207
3230,49.9728699
3231,44.87183
3232,48.4495316
3233,45.5087204
3234,44.7915688
3235,47.5964088
3236,46.2785492
3237,47.1903114
3238,42.0106583
3239,48.0650902
3240,46.5298882
3241,49.0762405
3242,46.2064018
